ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season 
49857,677,1,0,2,5,12.0,17,2,0
49865,677,1,0,2,15,23.0,10,2,0
49868,677,1,0,2,20,17.0,16,2,0
49889,731,1,0,2,5,10.0,21,2,0
49891,732,1,0,2,10,10.0,22,1,0
49897,731,1,0,2,20,15.0,22,1,0
49918,731,1,0,2,60,37.0,2,3,0
49925,789,1,0,2,60,14.0,19,3,0
49945,789,1,0,2,40,14.0,20,3,0
49948,790,1,0,2,40,30.0,6,3,0
49951,789,1,0,2,60,37.0,2,2,1
49959,851,1,0,2,20,16.0,22,2,0
49974,851,1,0,2,60,33.0,5,2,0
49984,915,1,0,2,15,25.0,12,2,0
50003,915,1,0,2,40,30.0,5,2,0
50009,915,1,0,2,60,20.0,17,2,0
50030,984,1,0,2,20,25.0,13,1,0
50033,984,1,0,2,20,25.0,14,2,0
50040,984,1,0,2,40,36.0,4,3,0
50043,984,1,0,2,40,30.0,10,2,0
50049,984,1,0,2,50,16.0,25,2,0
50055,984,1,0,2,20,16.0,21,2,1
50093,1056,1,0,2,60,35.0,5,2,0
50095,1132,1,0,2,5,20.0,14,1,0
50099,1132,1,0,2,15,13.0,25,2,0
50119,1132,1,0,2,60,35.0,5,2,0
50122,1132,1,0,2,20,10.0,28,2,1
50127,1212,1,0,2,60,15.0,27,2,0
50136,1212,1,0,2,20,27.0,15,1,0
50138,1212,1,0,2,20,27.0,15,1,0
50149,1212,1,0,2,80,27.0,13,2,0
50170,1297,1,0,2,20,40.0,3,1,0
50172,1297,1,0,2,25,40.0,4,3,0
50175,1296,1,0,2,30,28.0,14,3,0
50179,1297,1,0,2,40,31.0,12,3,0
50184,1297,1,0,2,80,29.0,15,2,0
50191,1385,1,0,2,5,20.0,24,2,0
50219,1385,1,0,2,30,36.0,6,3,1
50245,1478,1,0,2,45,45.0,2,1,0
50246,1478,1,0,2,50,17.0,30,2,0
50250,1478,1,0,2,60,24.0,22,2,0
50264,1576,1,0,2,75,40.0,3,2,0
50272,1678,1,0,2,5,20.0,22,2,0
50287,1678,1,0,2,20,42.0,5,1,0
50292,1678,1,0,2,30,30.0,18,3,0
50299,1678,1,0,2,40,14.0,29,2,0
50306,1785,1,0,2,40,32.0,15,3,0
50319,1785,1,0,2,30,38.0,11,2,0
50325,1785,1,0,2,50,30.0,17,1,0
50333,1898,1,0,2,10,21.0,26,3,0
50336,1898,1,0,2,10,30.0,16,1,0
50341,1898,1,0,2,20,30.0,19,2,0
50352,1898,1,0,2,40,18.0,31,2,0
50366,2016,1,0,2,15,10.0,36,3,0
50376,2016,1,0,2,50,24.0,22,3,0
50409,2267,1,0,2,10,53.0,2,3,0
50428,2267,1,0,2,20,50.0,2,2,1
50435,2401,1,0,2,20,18.0,34,2,0
50461,2541,1,0,2,40,34.0,18,1,1
50463,2688,1,0,2,40,44.0,12,2,0
50464,2688,1,0,2,10,14.0,40,2,0
50473,2840,1,0,2,15,17.0,36,2,0
50481,2840,1,0,2,20,40.0,16,1,0
50493,2999,1,0,2,15,24.0,34,2,0
50535,3702,1,0,2,15,43.0,14,1,0
50550,209,0,1,2,40,12.0,8,1,1
50577,411,0,1,2,40,24.0,5,2,0
50578,410,0,1,2,5,10.0,8,1,1
50594,488,0,1,2,10,15.0,15,2,0
50611,531,0,1,2,20,16.0,16,3,0
50626,577,0,1,2,40,30.0,2,2,0
50631,577,0,1,2,50,18.0,13,3,0
50637,625,0,1,2,20,15.0,18,2,0
50642,625,0,1,2,30,15.0,17,1,0
50647,677,0,1,2,15,20.0,13,2,0
50655,732,0,1,2,10,13.0,19,1,0
50657,731,0,1,2,10,30.0,3,1,0
50668,790,0,1,2,10,19.0,18,1,0
50674,789,0,1,2,30,18.0,18,2,0
50683,851,0,1,2,15,30.0,6,2,0
50686,851,0,1,2,15,36.0,0,2,0
50687,851,0,1,2,20,29.0,7,3,0
50696,915,0,1,2,20,15.0,22,1,0
50697,916,0,1,2,20,18.0,19,2,0
50730,1056,0,1,2,40,30.0,9,3,0
50735,1132,0,1,2,10,34.0,6,2,0
50773,1296,0,1,2,20,40.0,1,2,0
50777,1385,0,1,2,5,9.0,31,3,0
50788,1385,0,1,2,40,36.0,8,2,0
50789,1385,0,1,2,40,32.0,12,1,0
50791,1385,0,1,2,15,40.0,0,2,1
50801,1478,0,1,2,20,23.0,20,2,0
50844,1785,0,1,2,30,40.0,7,2,0
50860,1898,0,1,2,15,27.0,23,3,1
50864,2015,0,1,2,20,30.0,19,2,1
50893,2401,0,1,2,25,45.0,8,1,0
50901,2542,0,1,2,40,50.0,1,2,0
50902,2542,0,1,2,10,20.0,31,2,1
50903,2688,0,1,2,10,5.0,42,2,0
50919,2999,0,1,2,10,20.0,24,2,0
50925,3337,0,1,2,25,50.0,5,1,0
50932,168,1,0,1,0,0.0,0,2,0
50942,984,0,1,1,0,0.0,0,2,1
50952,2688,0,1,1,0,0.0,0,2,1
50954,3516,1,0,1,0,0.0,0,3,1
50955,150,1,1,3,10,20.0,0,2,0
50965,188,1,0,3,30,18.0,0,2,0
50969,209,1,1,3,40,25.0,0,3,0
50972,209,1,0,3,25,23.0,0,1,0
50973,209,1,0,3,30,18.0,0,2,0
50977,232,1,0,3,5,5.0,0,2,0
50986,283,1,1,3,15,25.0,0,3,0
50991,311,1,1,3,10,27.0,0,2,0
50992,342,1,1,3,40,26.0,0,2,0
50996,342,1,0,3,20,25.0,0,3,0
51000,375,1,0,3,5,24.0,0,1,0
51009,410,1,0,3,30,26.0,0,3,0
51030,531,1,1,3,20,32.0,0,1,0
51034,531,1,1,3,90,36.0,0,1,0
51056,577,1,0,3,20,33.0,0,3,1
51064,625,1,0,3,15,38.0,0,1,0
51073,731,1,1,3,20,36.0,0,2,0
51080,732,1,0,3,5,30.0,0,2,0
51098,850,1,1,3,10,30.0,0,2,0
51100,850,1,1,3,20,15.0,0,1,1
51117,915,1,1,3,60,43.0,0,1,0
51127,915,1,0,3,30,35.0,0,1,0
51130,916,1,0,3,50,39.0,0,1,0
51140,984,1,0,3,10,30.0,0,2,0
51143,984,1,0,3,55,40.0,0,2,0
51146,1056,1,1,3,5,40.0,0,2,0
51149,1056,1,1,3,30,40.0,0,2,0
51175,1297,1,1,3,10,42.0,0,2,0
51179,1297,1,1,3,30,45.0,0,1,0
51183,1296,1,0,3,15,45.0,0,2,0
51194,1385,1,1,3,20,45.0,0,1,1
51196,1385,1,0,3,5,45.0,0,3,0
51204,1478,1,1,3,40,50.0,0,2,1
51221,1576,1,0,3,60,46.0,0,2,0
51230,1678,1,1,3,20,50.0,0,2,0
51231,1678,1,1,3,40,50.0,0,3,0
51245,1786,1,1,3,30,50.0,0,1,1
51248,1786,1,0,3,20,50.0,0,2,0
51250,1785,1,0,3,20,50.0,0,1,1
51255,1898,1,1,3,20,50.0,0,2,0
51274,2016,1,1,3,60,50.0,0,2,2
51296,2401,1,0,3,30,50.0,0,2,0
51311,2688,1,1,3,10,57.0,0,1,1
51319,2688,1,0,3,10,50.0,0,3,1
51320,2840,1,1,3,5,58.0,0,2,0
51325,2840,1,1,3,20,60.0,0,2,1
51328,2840,1,0,3,15,55.0,0,2,0
51331,2999,1,0,3,20,50.0,0,2,0
51339,3336,1,1,3,20,60.0,0,3,1
51354,168,0,0,3,25,6.0,0,1,0
51372,283,0,0,3,20,22.0,0,1,0
51381,342,0,0,3,5,18.0,0,2,0
51382,342,0,0,3,10,13.0,0,1,0
51386,342,0,0,3,45,24.0,0,3,0
51387,375,0,1,3,5,5.0,0,2,0
51388,375,0,1,3,15,24.0,0,2,0
51396,375,0,0,3,40,24.0,0,1,0
51425,531,0,1,3,5,30.0,0,2,0
51431,531,0,0,3,10,30.0,0,2,0
51441,577,0,0,3,40,29.0,0,1,0
51457,677,0,1,3,50,37.0,0,3,0
51459,677,0,1,3,20,35.0,0,1,2
51471,731,0,0,3,20,34.0,0,1,0
51482,789,0,1,3,50,37.0,0,2,0
51492,915,0,1,3,10,37.0,0,2,0
51529,1132,0,1,3,40,40.0,0,2,1
51542,1212,0,0,3,30,42.0,0,3,2
51545,1296,0,1,3,20,40.0,0,2,0
51547,1297,0,1,3,20,42.0,0,1,1
51550,1297,0,0,3,10,42.0,0,1,1
51570,1478,0,0,3,25,46.0,0,1,0
51572,1478,0,0,3,25,46.0,0,2,1
51576,1576,0,1,3,20,45.0,0,1,0
51577,1575,0,1,3,40,40.0,0,2,0
51645,2401,0,1,3,10,50.0,0,2,1
51646,2401,0,0,3,15,50.0,0,3,0
51658,2688,0,0,3,10,50.0,0,1,1
51666,2999,0,1,3,10,50.0,0,1,0
51685,4096,0,1,3,5,46.0,0,2,0
51704,375,1,1,2,20,11.0,13,1,0
51709,411,1,1,2,30,24.0,5,1,0
51710,410,1,1,2,40,28.0,1,2,0
51716,448,1,1,2,20,20.0,6,2,0
51717,448,1,1,2,25,20.0,7,2,0
51723,488,1,1,2,20,14.0,17,3,0
51726,488,1,1,2,30,33.0,1,3,0
51751,577,1,1,2,30,25.0,10,2,0
51764,626,1,1,2,20,18.0,14,1,0
51774,625,1,1,2,50,19.0,13,2,0
51787,677,1,1,2,20,20.0,13,2,0
51791,677,1,1,2,60,20.0,11,3,0
51802,732,1,1,2,30,30.0,7,3,0
51807,731,1,1,2,60,30.0,6,3,1
51818,789,1,1,2,40,25.0,13,2,0
51822,789,1,1,2,60,25.0,12,2,0
51846,851,1,1,2,80,17.0,12,3,0
51848,915,1,1,2,10,15.0,20,2,0
51852,915,1,1,2,20,27.0,13,2,0
51854,915,1,1,2,30,16.0,22,2,0
51858,916,1,1,2,35,15.0,24,1,0
51859,915,1,1,2,40,30.0,6,2,0
51866,915,1,1,2,90,36.0,4,1,0
51872,984,1,1,2,20,20.0,18,3,0
51888,1056,1,1,2,15,30.0,11,3,0
51916,1132,1,1,2,20,20.0,20,1,0
51921,1132,1,1,2,20,40.0,3,3,0
51927,1132,1,1,2,40,21.0,22,3,0
51932,1212,1,1,2,20,13.0,26,3,0
51947,1212,1,1,2,40,25.0,18,2,0
51951,1212,1,1,2,60,23.0,18,2,0
51956,1212,1,1,2,40,40.0,3,2,1
51971,1296,1,1,2,60,30.0,15,2,0
51988,1385,1,1,2,40,38.0,7,2,0
51997,1478,1,1,2,10,20.0,22,2,0
52008,1478,1,1,2,25,13.0,28,3,0
52011,1478,1,1,2,30,34.0,10,3,0
52037,1576,1,1,2,20,38.0,10,3,1
52044,1678,1,1,2,10,47.0,3,1,0
52047,1678,1,1,2,20,44.0,4,2,0
52057,1678,1,1,2,20,25.0,22,3,1
52072,1785,1,1,2,20,50.0,1,2,0
52076,1786,1,1,2,30,16.0,33,2,0
52079,1785,1,1,2,35,32.0,12,1,0
52084,1786,1,1,2,60,28.0,19,2,0
52086,1785,1,1,2,60,42.0,7,2,0
52087,1785,1,1,2,80,25.0,22,3,0
52096,1898,1,1,2,10,40.0,4,1,0
52110,1898,1,1,2,40,25.0,24,2,0
52122,2016,1,1,2,20,44.0,7,2,0
52124,2016,1,1,2,20,44.0,7,1,0
52127,2016,1,1,2,30,17.0,32,2,0
52136,2138,1,1,2,5,30.0,20,2,0
52139,2139,1,1,2,10,38.0,14,1,0
52160,2267,1,1,2,10,40.0,11,2,0
52177,2267,1,1,2,60,46.0,7,3,0
52197,2401,1,1,2,40,30.0,25,1,0
52202,2401,1,1,2,40,35.0,20,2,1
52211,2542,1,1,2,20,35.0,20,1,0
52212,2541,1,1,2,20,35.0,18,2,0
52215,2541,1,1,2,30,25.0,26,1,0
52226,2688,1,1,2,10,32.0,22,3,0
52232,2688,1,1,2,20,50.0,2,3,0
52233,2688,1,1,2,20,40.0,16,3,0
52237,2688,1,1,2,10,50.0,6,1,1
52242,2840,1,1,2,10,25.0,29,2,0
52250,2840,1,1,2,40,50.0,6,2,0
52253,2840,1,1,2,20,37.0,18,3,1
52254,2840,1,1,2,15,45.0,13,3,1
52257,2999,1,1,2,20,40.0,17,3,0
52280,3336,1,1,2,20,50.0,11,1,1
52282,3516,1,1,2,5,36.0,20,1,0
52286,3516,1,1,2,10,50.0,12,1,1
52291,3702,1,1,2,20,53.0,7,1,0
52293,3702,1,1,2,20,50.0,12,1,1
52301,150,1,0,2,10,12.0,5,3,0
52320,312,1,0,2,40,18.0,8,2,0
52335,375,1,0,2,30,28.0,1,2,0
52345,410,1,0,2,20,22.0,8,1,0
52361,448,1,0,2,25,10.0,16,2,0
52363,448,1,0,2,30,20.0,11,2,0
52373,489,1,0,2,20,12.0,16,3,0
52374,488,1,0,2,20,19.0,12,2,0
52383,531,1,0,2,5,30.0,0,1,0
52389,531,1,0,2,20,19.0,13,2,0
52394,531,1,0,2,35,23.0,8,3,0
52395,531,1,0,2,60,15.0,15,1,0
52404,577,1,0,2,10,22.0,9,2,0
52406,577,1,0,2,15,15.0,15,2,0
52410,577,1,0,2,20,12.0,17,1,0
52441,626,1,0,2,20,19.0,13,2,0
52450,677,1,0,2,50,30.0,8,1,0
52457,677,1,0,2,20,14.0,19,1,0
52476,677,1,0,2,60,29.0,6,3,0
52478,732,1,0,2,10,16.0,17,2,0
52484,732,1,0,2,15,10.0,21,1,0
52494,732,1,0,2,20,34.0,2,2,0
52498,731,1,0,2,30,25.0,11,1,0
52505,732,1,0,2,40,30.0,6,2,0
52513,789,1,0,2,10,34.0,3,3,0
52528,789,1,0,2,30,20.0,13,2,0
52534,789,1,0,2,40,20.0,17,3,0
52538,851,1,0,2,5,23.0,12,3,0
52541,851,1,0,2,20,20.0,19,2,0
52546,851,1,0,2,25,16.0,20,2,0
52561,851,1,0,2,60,13.0,24,1,0
52588,915,1,0,2,95,18.0,19,2,0
52594,984,1,0,2,15,20.0,17,2,0
52621,1056,1,0,2,40,19.0,21,2,0
52629,1132,1,0,2,15,30.0,13,2,0
52630,1132,1,0,2,20,10.0,28,2,0
52636,1132,1,0,2,20,30.0,10,2,0
52637,1132,1,0,2,25,18.0,22,2,0
52655,1132,1,0,2,30,20.0,18,2,1
52661,1212,1,0,2,15,20.0,19,2,0
52667,1212,1,0,2,20,15.0,26,3,0
52678,1212,1,0,2,40,25.0,15,2,0
52681,1212,1,0,2,60,32.0,8,1,0
52683,1212,1,0,2,20,33.0,7,3,1
52692,1297,1,0,2,15,30.0,10,2,0
52696,1297,1,0,2,20,30.0,10,3,0
52698,1296,1,0,2,25,10.0,29,1,0
52700,1296,1,0,2,30,15.0,28,2,0
52703,1296,1,0,2,30,20.0,18,2,0
52741,1385,1,0,2,40,26.0,22,3,0
52742,1385,1,0,2,40,25.0,18,1,0
52746,1385,1,0,2,30,30.0,10,3,1
52750,1478,1,0,2,5,10.0,29,2,0
52759,1478,1,0,2,20,30.0,14,2,0
52770,1478,1,0,2,40,26.0,18,2,0
52801,1576,1,0,2,40,8.0,33,2,0
52826,1678,1,0,2,20,42.0,2,3,0
52829,1678,1,0,2,30,24.0,22,2,0
52833,1678,1,0,2,30,46.0,1,1,0
52868,1785,1,0,2,60,44.0,5,1,0
52869,1785,1,0,2,80,22.0,19,1,0
52871,1786,1,0,2,60,30.0,20,2,1
52873,1785,1,0,2,20,23.0,20,2,1
52881,1898,1,0,2,10,40.0,3,1,0
52886,1898,1,0,2,20,21.0,26,3,0
52888,1898,1,0,2,20,40.0,7,2,0
52896,1898,1,0,2,30,42.0,3,2,0
52900,1898,1,0,2,30,44.0,3,1,0
52916,2016,1,0,2,15,40.0,7,2,0
52926,2015,1,0,2,20,50.0,0,2,0
52943,2138,1,0,2,20,22.0,27,2,0
52944,2138,1,0,2,20,20.0,32,3,0
52956,2267,1,0,2,40,50.0,7,1,0
52972,2401,1,0,2,10,25.0,28,2,0
52973,2401,1,0,2,10,30.0,16,2,0
52978,2402,1,0,2,20,30.0,16,3,0
52983,2401,1,0,2,40,50.0,6,2,0
53049,2999,1,0,2,15,30.0,24,2,1
53088,257,0,1,2,20,14.0,10,3,0
53090,256,0,1,2,15,20.0,0,2,0
53100,410,0,1,2,10,24.0,3,1,0
53103,411,0,1,2,20,15.0,5,2,0
53106,410,0,1,2,30,18.0,10,3,0
53117,448,0,1,2,30,17.0,13,3,0
53119,448,0,1,2,40,23.0,6,1,0
53140,577,0,1,2,10,10.0,8,3,0
53141,577,0,1,2,10,20.0,7,2,0
53148,625,0,1,2,20,30.0,0,1,0
53157,677,0,1,2,10,15.0,15,2,0
53168,677,0,1,2,10,9.0,21,2,1
53180,789,0,1,2,10,20.0,16,2,0
53183,790,0,1,2,20,10.0,22,3,0
53191,851,0,1,2,15,11.0,24,1,0
53203,915,0,1,2,20,26.0,11,1,0
53204,916,0,1,2,20,30.0,10,1,0
53206,915,0,1,2,20,37.0,0,2,0
53212,915,0,1,2,20,30.0,5,2,1
53231,1056,0,1,2,10,20.0,18,2,0
53241,1056,0,1,2,20,40.0,1,2,0
53251,1132,0,1,2,10,35.0,4,1,0
53259,1132,0,1,2,25,35.0,5,3,0
53276,1212,0,1,2,30,30.0,5,2,0
53298,1385,0,1,2,10,20.0,21,1,0
53302,1385,0,1,2,15,40.0,0,2,0
53316,1478,0,1,2,10,40.0,1,2,0
53326,1576,0,1,2,10,16.0,28,2,0
53328,1575,0,1,2,10,37.0,11,2,0
53343,1786,0,1,2,10,17.0,29,1,0
53354,1898,0,1,2,10,47.0,1,1,0
53358,1898,0,1,2,25,40.0,12,2,0
53364,2016,0,1,2,5,20.0,27,3,0
53389,2267,0,1,2,20,49.0,4,2,0
53396,2401,0,1,2,15,50.0,4,1,0
53402,2542,0,1,2,30,36.0,21,2,0
53403,2542,0,1,2,30,50.0,4,3,0
53429,3164,0,1,2,20,40.0,10,2,0
53436,3895,0,1,2,20,40.0,19,3,0
53447,577,1,0,1,0,0.0,0,2,2
53448,851,0,1,1,0,0.0,0,3,2
53452,1678,1,0,1,0,0.0,0,1,1
53454,1898,1,0,1,0,0.0,0,1,0
53456,2267,0,1,1,0,0.0,0,2,2
53458,2688,1,1,1,0,0.0,0,2,1
53466,150,1,1,3,50,15.0,0,2,0
53475,188,1,0,3,60,22.0,0,1,0
53477,209,1,0,3,15,22.0,0,2,0
53479,232,1,1,3,40,30.0,0,1,0
53491,283,1,0,3,30,22.0,0,2,0
53501,375,1,0,3,20,36.0,0,1,0
53508,410,1,0,3,10,30.0,0,2,0
53513,448,1,0,3,5,30.0,0,2,0
53525,488,1,0,3,5,32.0,0,3,0
53527,488,1,0,3,55,30.0,0,1,0
53532,531,1,1,3,15,28.0,0,1,0
53536,531,1,1,3,70,36.0,0,2,0
53544,531,1,0,3,45,32.0,0,2,0
53574,732,1,0,3,20,34.0,0,1,0
53578,731,1,0,3,80,30.0,0,1,0
53592,790,1,0,3,40,36.0,0,3,0
53598,850,1,1,3,10,39.0,0,3,0
53605,851,1,0,3,40,46.0,0,1,1
53619,984,1,0,3,25,40.0,0,3,0
53638,1132,1,1,3,35,40.0,0,2,0
53644,1132,1,0,3,35,40.0,0,1,0
53647,1212,1,1,3,20,40.0,0,2,0
53649,1212,1,0,3,15,39.0,0,3,0
53654,1297,1,1,3,10,42.0,0,2,0
53658,1296,1,1,3,20,45.0,0,1,2
53661,1296,1,0,3,15,40.0,0,1,0
53674,1385,1,1,3,30,45.0,0,1,1
53680,1385,1,0,3,30,43.0,0,2,1
53692,1478,1,0,3,40,40.0,0,2,0
53712,1678,1,1,3,40,50.0,0,2,1
53716,1678,1,0,3,20,46.0,0,3,2
53722,1786,1,0,3,10,50.0,0,2,0
53723,1786,1,0,3,10,50.0,0,1,0
53724,1786,1,0,3,30,50.0,0,2,0
53739,1898,1,0,3,40,50.0,0,1,1
53753,2016,1,0,3,40,50.0,0,2,0
53767,2267,1,1,3,10,55.0,0,1,1
53785,2542,1,1,3,10,57.0,0,1,1
53800,2688,1,0,3,20,55.0,0,2,2
53805,2840,1,0,3,20,55.0,0,2,2
53813,3165,1,1,3,20,60.0,0,2,1
53828,151,0,0,3,40,15.0,0,2,0
53832,168,0,0,3,45,15.0,0,1,0
53848,283,0,0,3,10,26.0,0,1,0
53852,283,0,0,3,50,23.0,0,2,0
53855,311,0,1,3,20,26.0,0,1,0
53858,312,0,0,3,10,20.0,0,2,0
53880,448,0,1,3,20,26.0,0,2,0
53888,448,0,0,3,15,25.0,0,3,0
53892,488,0,1,3,40,32.0,0,2,0
53896,488,0,0,3,40,32.0,0,3,0
53912,577,0,1,3,10,30.0,0,2,0
53913,577,0,1,3,10,29.0,0,1,0
53922,577,0,0,3,40,30.0,0,2,2
53924,625,0,1,3,50,32.0,0,1,0
53926,625,0,1,3,10,31.0,0,3,1
53942,731,0,1,3,25,34.0,0,1,0
53945,731,0,1,3,50,36.0,0,2,0
53962,790,0,0,3,40,35.0,0,1,0
53970,851,0,0,3,10,26.0,0,2,0
53988,916,0,0,3,50,39.0,0,2,0
53992,984,0,1,3,30,40.0,0,1,0
53999,984,0,0,3,20,38.0,0,3,0
54026,1212,0,1,3,20,41.0,0,3,1
54034,1212,0,0,3,20,40.0,0,1,1
54038,1296,0,1,3,5,30.0,0,2,0
54050,1297,0,0,3,30,42.0,0,2,0
54054,1385,0,0,3,10,43.0,0,1,0
54055,1385,0,0,3,40,40.0,0,2,0
54061,1478,0,1,3,20,45.0,0,3,1
54069,1575,0,1,3,15,47.0,0,1,0
54090,1678,0,0,3,40,40.0,0,3,0
54094,1786,0,1,3,80,44.0,0,3,0
54099,1785,0,0,3,5,46.0,0,2,0
54102,1898,0,1,3,30,50.0,0,3,0
54105,1898,0,0,3,20,50.0,0,1,1
54111,2016,0,0,3,5,52.0,0,2,0
54114,2139,0,1,3,10,50.0,0,2,0
54117,2138,0,1,3,10,51.0,0,2,2
54120,2139,0,0,3,20,50.0,0,3,1
54128,2401,0,1,3,5,52.0,0,1,0
54135,2542,0,1,3,5,50.0,0,1,0
54146,2688,0,0,3,40,50.0,0,3,0
54163,3336,0,1,3,30,60.0,0,1,0
54171,3702,0,1,3,20,50.0,0,3,0
54183,311,1,1,2,60,25.0,3,3,0
54193,411,1,1,2,20,20.0,11,2,0
54203,448,1,1,2,30,20.0,7,2,0
54212,488,1,1,2,20,27.0,2,2,0
54238,577,1,1,2,40,25.0,7,2,0
54243,625,1,1,2,25,28.0,5,2,0
54271,731,1,1,2,40,37.0,1,1,0
54275,731,1,1,2,60,22.0,13,2,0
54280,790,1,1,2,10,12.0,22,2,0
54281,789,1,1,2,10,34.0,2,1,0
54288,789,1,1,2,40,34.0,3,3,0
54293,789,1,1,2,60,30.0,5,1,0
54296,851,1,1,2,5,22.0,15,3,0
54304,850,1,1,2,20,23.0,14,3,0
54306,851,1,1,2,25,20.0,18,1,0
54313,851,1,1,2,40,34.0,5,1,1
54322,916,1,1,2,25,20.0,16,1,0
54324,915,1,1,2,30,30.0,7,1,0
54325,915,1,1,2,40,14.0,23,2,0
54344,984,1,1,2,50,24.0,16,2,0
54357,1056,1,1,2,20,40.0,0,2,0
54369,1056,1,1,2,60,25.0,13,2,0
54378,1132,1,1,2,15,35.0,6,1,0
54382,1132,1,1,2,20,30.0,9,2,0
54410,1212,1,1,2,25,20.0,22,2,0
54430,1296,1,1,2,30,28.0,14,1,0
54432,1296,1,1,2,40,20.0,25,2,0
54433,1297,1,1,2,40,30.0,9,3,0
54442,1385,1,1,2,10,30.0,11,1,0
54453,1385,1,1,2,40,17.0,26,1,0
54454,1385,1,1,2,40,25.0,17,1,0
54455,1385,1,1,2,40,40.0,5,2,0
54456,1385,1,1,2,20,40.0,5,2,1
54458,1385,1,1,2,20,14.0,31,2,1
54464,1478,1,1,2,20,40.0,5,1,0
54467,1478,1,1,2,20,40.0,7,1,0
54471,1478,1,1,2,25,34.0,10,3,0
54482,1478,1,1,2,20,40.0,4,2,2
54483,1575,1,1,2,10,29.0,18,1,0
54484,1575,1,1,2,20,22.0,23,2,0
54485,1575,1,1,2,20,29.0,19,1,0
54490,1575,1,1,2,30,40.0,6,1,0
54499,1575,1,1,2,30,32.0,16,3,1
54503,1678,1,1,2,10,20.0,20,2,0
54518,1678,1,1,2,50,19.0,30,1,0
54522,1678,1,1,2,60,25.0,20,1,1
54557,1898,1,1,2,30,30.0,22,2,0
54569,2015,1,1,2,5,45.0,5,1,0
54582,2015,1,1,2,30,44.0,5,2,0
54599,2138,1,1,2,10,40.0,6,2,0
54602,2139,1,1,2,20,20.0,31,2,0
54610,2139,1,1,2,30,30.0,25,3,0
54620,2139,1,1,2,30,40.0,12,1,2
54633,2267,1,1,2,25,17.0,34,2,0
54636,2267,1,1,2,40,40.0,14,3,0
54641,2267,1,1,2,5,20.0,24,2,1
54654,2401,1,1,2,20,35.0,17,2,0
54656,2401,1,1,2,20,45.0,7,2,0
54684,2688,1,1,2,5,45.0,12,3,0
54685,2688,1,1,2,10,45.0,10,2,0
54687,2688,1,1,2,20,26.0,31,1,0
54693,2688,1,1,2,40,30.0,22,1,0
54701,2840,1,1,2,15,40.0,15,2,0
54702,2840,1,1,2,25,40.0,13,2,0
54708,2840,1,1,2,20,40.0,16,2,1
54734,3336,1,1,2,40,40.0,16,2,0
54755,3895,1,1,2,20,55.0,9,1,1
54788,311,1,0,2,40,25.0,0,2,0
54790,342,1,0,2,10,14.0,11,2,0
54796,375,1,0,2,15,25.0,0,3,0
54808,410,1,0,2,5,25.0,0,3,0
54824,448,1,0,2,15,25.0,4,1,0
54832,448,1,0,2,40,30.0,0,3,0
54835,488,1,0,2,10,13.0,17,2,0
54860,531,1,0,2,20,18.0,13,1,0
54870,531,1,0,2,35,30.0,3,2,1
54899,625,1,0,2,15,26.0,5,2,0
54900,626,1,0,2,20,14.0,17,3,0
54911,625,1,0,2,30,30.0,1,2,0
54918,677,1,0,2,5,15.0,14,3,0
54920,677,1,0,2,10,15.0,15,1,0
54931,677,1,0,2,30,20.0,13,1,0
54942,731,1,0,2,5,15.0,14,1,0
54954,732,1,0,2,20,25.0,8,1,0
55000,789,1,0,2,50,30.0,5,1,0
55014,851,1,0,2,25,25.0,11,2,0
55015,851,1,0,2,25,35.0,4,2,0
55034,915,1,0,2,5,20.0,14,2,0
55055,915,1,0,2,60,25.0,12,2,0
55083,1056,1,0,2,30,14.0,25,3,0
55088,1056,1,0,2,15,16.0,24,1,0
55089,1056,1,0,2,15,40.0,2,1,0
55112,1056,1,0,2,40,36.0,5,3,2
55121,1132,1,0,2,20,10.0,27,3,0
55129,1132,1,0,2,30,40.0,3,2,0
55135,1132,1,0,2,40,40.0,4,3,0
55138,1132,1,0,2,50,37.0,1,1,0
55143,1212,1,0,2,20,20.0,22,1,0
55148,1212,1,0,2,10,20.0,19,1,0
55163,1212,1,0,2,35,30.0,12,2,0
55174,1296,1,0,2,10,16.0,27,2,0
55184,1297,1,0,2,25,36.0,6,3,0
55192,1297,1,0,2,40,26.0,13,1,0
55261,1478,1,0,2,30,23.0,21,2,0
55282,1576,1,0,2,20,38.0,5,3,0
55286,1576,1,0,2,25,26.0,19,1,0
55307,1678,1,0,2,10,20.0,24,2,0
55315,1678,1,0,2,20,18.0,28,2,0
55348,1785,1,0,2,80,50.0,3,1,0
55349,1786,1,0,2,40,40.0,8,1,1
55356,1898,1,0,2,10,28.0,21,2,0
55366,1898,1,0,2,20,30.0,16,1,0
55375,1898,1,0,2,60,42.0,2,3,0
55383,2015,1,0,2,15,12.0,37,2,0
55384,2015,1,0,2,15,40.0,10,1,0
55433,2267,1,0,2,10,37.0,15,2,0
55457,2401,1,0,2,10,30.0,25,2,0
55467,2401,1,0,2,40,35.0,14,1,0
55492,2542,1,0,2,50,48.0,7,3,2
55504,2688,1,0,2,10,40.0,10,2,1
55522,2840,1,0,2,35,25.0,32,2,1
55531,3164,1,0,2,15,30.0,30,2,0
55532,3164,1,0,2,20,22.0,38,2,0
55549,3516,1,0,2,15,30.0,29,1,0
